#
#
#
#---------------------------------------------------------------
# DATAFILE:   NO2_Vandaele(1998)_220K_238-667nm.txt
# NAME:   nitrogen dioxide
# FORMULA:    NO2
# AUTHOR(YEAR):   Vandaele(1998)
# T:  220K, 294K
# λ:  238-667nm
# BIBLIOGRAPHY:   A.C. Vandaele, C. Hermans, P.C. Simon, M. Carleer, R. Colins, S. Fally, 
# M.F. Mérienne, A. Jenouvrier, and B. Coquart, 
# "Measurements of the NO2 absorption cross-sections from 42000 cm-1 to 10000 cm-1 (238-1000 nm) at 220 K and 294 K", 
# J. Quant. Spectrosc. Radiat. Transfer 59, 171-184 (1998); DOI: 10.1016/S0022-4073(97)00168-4
# COMMENTS:   Absorption measurements using a Fourier transform spectrometer at a spectral resolution of 2 cm-1 
# (0.01 nm at 240 nm to 0.2 nm at 1000 nm)
# Data file from the webpage of the Belgian Institute for Space Aeronomy
# http://spectrolab.aeronomie.be/index.htm
#
# data is downloaded from Spectral Atlas
#  Keller-Rudek, H., Moortgat, G. K., Sander, R., and Sörensen, R.: 
#  The MPI-Mainz UV/VIS spectral atlas of gaseous molecules of atmospheric interest, 
#  Earth Syst. Sci. Data, 5, 365–373, (2013), DOI: 10.5194/essd-5-365-2013
# 
# Non diluted NO2
# temperature = 220 K, 294 K
# pressures: from 0.007 to 2 torr
# path lengths: 20 and 60 m
# 
#  nm         220 K          294 K
 337.19147  0.324828E-18  0.360708E-18
 337.20244  0.324520E-18  0.359069E-18
 337.21341  0.325050E-18  0.360188E-18
 337.22437  0.325043E-18  0.360605E-18
 337.23534  0.323473E-18  0.359363E-18
 337.24631  0.322141E-18  0.358567E-18
 337.25729  0.324337E-18  0.358386E-18
 337.26826  0.323237E-18  0.357797E-18
 337.27923  0.320309E-18  0.356439E-18
 337.29020  0.319477E-18  0.356454E-18
 337.30118  0.318879E-18  0.355805E-18
 337.31215  0.317959E-18  0.355300E-18
 337.32313  0.316591E-18  0.355133E-18
 337.33410  0.315267E-18  0.354883E-18
 337.34508  0.313251E-18  0.353395E-18
 337.35606  0.313830E-18  0.351704E-18
 337.36703  0.313316E-18  0.352981E-18
 337.37801  0.312189E-18  0.351903E-18
 337.38899  0.312991E-18  0.350042E-18
 337.39997  0.312283E-18  0.350730E-18
 337.41095  0.313397E-18  0.351377E-18
 337.42193  0.310993E-18  0.350965E-18
 337.43292  0.306947E-18  0.350714E-18
 337.44390  0.308537E-18  0.350201E-18
 337.45488  0.309969E-18  0.349006E-18
 337.46587  0.309223E-18  0.349371E-18
 337.47685  0.307285E-18  0.347794E-18
 337.48784  0.307546E-18  0.347321E-18
 337.49883  0.308857E-18  0.348101E-18
 337.50981  0.307043E-18  0.346859E-18
 337.52080  0.307684E-18  0.347087E-18
 337.53179  0.307333E-18  0.346374E-18
 337.54278  0.305243E-18  0.346187E-18
 337.55377  0.305805E-18  0.345310E-18
 337.56476  0.303647E-18  0.344503E-18
 337.57575  0.303086E-18  0.345560E-18
 337.58675  0.304164E-18  0.345141E-18
 337.59774  0.303837E-18  0.345734E-18
 337.60873  0.304118E-18  0.344800E-18
 337.61973  0.302704E-18  0.344464E-18
 337.63072  0.302550E-18  0.344947E-18
 337.64172  0.304547E-18  0.343693E-18
 337.65271  0.302569E-18  0.344562E-18
 337.66371  0.299834E-18  0.344092E-18
 337.67471  0.301633E-18  0.343195E-18
 337.68571  0.301840E-18  0.343390E-18
 337.69671  0.302274E-18  0.342370E-18
 337.70771  0.300637E-18  0.341749E-18
 337.71871  0.300299E-18  0.341644E-18
 337.72971  0.302989E-18  0.341423E-18
 337.74071  0.297691E-18  0.341351E-18
 337.75172  0.299025E-18  0.340937E-18
 337.76272  0.300652E-18  0.340171E-18
 337.77373  0.296684E-18  0.340741E-18
 337.78473  0.299735E-18  0.341159E-18
 337.79574  0.299355E-18  0.340729E-18
 337.80674  0.299714E-18  0.340021E-18
 337.81775  0.301597E-18  0.340034E-18
 337.82876  0.297230E-18  0.341660E-18
 337.83977  0.296584E-18  0.340825E-18
 337.85078  0.300002E-18  0.340178E-18
 337.86179  0.300466E-18  0.341958E-18
 337.87280  0.300943E-18  0.341440E-18
 337.88381  0.299651E-18  0.340341E-18
 337.89482  0.298761E-18  0.341636E-18
 337.90584  0.299414E-18  0.342008E-18
 337.91685  0.300366E-18  0.341528E-18
 337.92786  0.305229E-18  0.342795E-18
 337.93888  0.305060E-18  0.342556E-18
 337.94990  0.305093E-18  0.342555E-18
 337.96091  0.304886E-18  0.343792E-18
 337.97193  0.303787E-18  0.343457E-18
 337.98295  0.305057E-18  0.344096E-18
 337.99397  0.302660E-18  0.345304E-18
 338.00499  0.308676E-18  0.346781E-18
 338.01601  0.310182E-18  0.347657E-18
 338.02703  0.310292E-18  0.347676E-18
 338.03805  0.314440E-18  0.348299E-18
 338.04907  0.310829E-18  0.349696E-18
 338.06010  0.313874E-18  0.351750E-18
 338.07112  0.314969E-18  0.352095E-18
 338.08214  0.315303E-18  0.352315E-18
 338.09317  0.317215E-18  0.352936E-18
 338.10420  0.318999E-18  0.354719E-18
 338.11522  0.322193E-18  0.355209E-18
 338.12625  0.319256E-18  0.354946E-18
 338.13728  0.322120E-18  0.359642E-18
 338.14831  0.324602E-18  0.359923E-18
 338.15934  0.324946E-18  0.358723E-18
 338.17037  0.325466E-18  0.361597E-18
 338.18140  0.326560E-18  0.362204E-18
 338.19243  0.331457E-18  0.364284E-18
 338.20346  0.332515E-18  0.366349E-18
 338.21450  0.333925E-18  0.367869E-18
 338.22553  0.334260E-18  0.368777E-18
 338.23656  0.338809E-18  0.369348E-18
 338.24760  0.342569E-18  0.373224E-18
 338.25864  0.341782E-18  0.374992E-18
 338.26967  0.346212E-18  0.375488E-18
 338.28071  0.349642E-18  0.377110E-18
 338.29175  0.352678E-18  0.378088E-18
 338.30279  0.352720E-18  0.379874E-18
 338.31383  0.351695E-18  0.381471E-18
 338.32487  0.354525E-18  0.383172E-18
 338.33591  0.357631E-18  0.387228E-18
 338.34695  0.359111E-18  0.388602E-18
 338.35799  0.359945E-18  0.388730E-18
 338.36904  0.363391E-18  0.392266E-18
 338.38008  0.366577E-18  0.392795E-18
 338.39113  0.367298E-18  0.394787E-18
 338.40217  0.369048E-18  0.398120E-18
 338.41322  0.374560E-18  0.398003E-18
 338.42427  0.375729E-18  0.399550E-18
 338.43531  0.376524E-18  0.400728E-18
 338.44636  0.382205E-18  0.402561E-18
 338.45741  0.382236E-18  0.403902E-18
 338.46846  0.381730E-18  0.405169E-18
 338.47951  0.384267E-18  0.407309E-18
 338.49056  0.385710E-18  0.407791E-18
 338.50161  0.385977E-18  0.408283E-18
 338.51267  0.384796E-18  0.408390E-18
 338.52372  0.387849E-18  0.411594E-18
 338.53477  0.389949E-18  0.412538E-18
 338.54583  0.389095E-18  0.412023E-18
 338.55689  0.395433E-18  0.414373E-18
 338.56794  0.394692E-18  0.413837E-18
 338.57900  0.388858E-18  0.414431E-18
 338.59006  0.393388E-18  0.415146E-18
 338.60112  0.393660E-18  0.415365E-18
 338.61217  0.392861E-18  0.415308E-18
 338.62323  0.396342E-18  0.415518E-18
 338.63430  0.394518E-18  0.417818E-18
 338.64536  0.395623E-18  0.417337E-18
 338.65642  0.397354E-18  0.416537E-18
 338.66748  0.394979E-18  0.416196E-18
 338.67855  0.398231E-18  0.416493E-18
 338.68961  0.397823E-18  0.417779E-18
 338.70067  0.395742E-18  0.418919E-18
 338.71174  0.400549E-18  0.418395E-18
 338.72281  0.401255E-18  0.416889E-18
 338.73387  0.401658E-18  0.418285E-18
 338.74494  0.401776E-18  0.418776E-18
 338.75601  0.399425E-18  0.418999E-18
 338.76708  0.400007E-18  0.417956E-18
 338.77815  0.401113E-18  0.418534E-18
 338.78922  0.400699E-18  0.422063E-18
 338.80029  0.401443E-18  0.419894E-18
 338.81136  0.403520E-18  0.419566E-18
 338.82244  0.402285E-18  0.421102E-18
 338.83351  0.402115E-18  0.420384E-18
 338.84459  0.402984E-18  0.421279E-18
 338.85566  0.402177E-18  0.421715E-18
 338.86674  0.402386E-18  0.421821E-18
 338.87781  0.402423E-18  0.420492E-18
 338.88889  0.400164E-18  0.420656E-18
 338.89997  0.398063E-18  0.423211E-18
 338.91105  0.398150E-18  0.422811E-18
 338.92213  0.398985E-18  0.421650E-18
 338.93321  0.399496E-18  0.421624E-18
 338.94429  0.399403E-18  0.421927E-18
 338.95537  0.401596E-18  0.422799E-18
 338.96645  0.400443E-18  0.422377E-18
 338.97754  0.399688E-18  0.422589E-18
 338.98862  0.400616E-18  0.423822E-18
 338.99970  0.398423E-18  0.422657E-18
 339.01079  0.399385E-18  0.422719E-18
 339.02188  0.398970E-18  0.423808E-18
 339.03296  0.399815E-18  0.423450E-18
 339.04405  0.401169E-18  0.422841E-18
 339.05514  0.400258E-18  0.422700E-18
 339.06623  0.399521E-18  0.423118E-18
 339.07732  0.397601E-18  0.423614E-18
 339.08841  0.397651E-18  0.424985E-18
 339.09950  0.397760E-18  0.423477E-18
 339.11059  0.398882E-18  0.422333E-18
 339.12168  0.396519E-18  0.423343E-18
 339.13278  0.391737E-18  0.421945E-18
 339.14387  0.395727E-18  0.422231E-18
 339.15496  0.398078E-18  0.423097E-18
 339.16606  0.394105E-18  0.422606E-18
 339.17716  0.394042E-18  0.420788E-18
 339.18825  0.391591E-18  0.419252E-18
 339.19935  0.390875E-18  0.419578E-18
 339.21045  0.393538E-18  0.419679E-18
 339.22155  0.390563E-18  0.419233E-18
 339.23265  0.390027E-18  0.417656E-18
 339.24375  0.387389E-18  0.418078E-18
 339.25485  0.386064E-18  0.417968E-18
 339.26595  0.389226E-18  0.416921E-18
 339.27705  0.387457E-18  0.416911E-18
 339.28816  0.386288E-18  0.415952E-18
 339.29926  0.385358E-18  0.416057E-18
 339.31037  0.382985E-18  0.414705E-18
 339.32147  0.381863E-18  0.413787E-18
 339.33258  0.381697E-18  0.413204E-18
 339.34369  0.379918E-18  0.413181E-18
 339.35479  0.379688E-18  0.414147E-18
 339.36590  0.381344E-18  0.412591E-18
 339.37701  0.379022E-18  0.412500E-18
 339.38812  0.378208E-18  0.410794E-18
 339.39923  0.377221E-18  0.409796E-18
 339.41034  0.373893E-18  0.410064E-18
 339.42146  0.374559E-18  0.408045E-18
 339.43257  0.372652E-18  0.409314E-18
 339.44368  0.371581E-18  0.409542E-18
 339.45480  0.372277E-18  0.407568E-18
 339.46591  0.366796E-18  0.406677E-18
 339.47703  0.365606E-18  0.406172E-18
 339.48814  0.366191E-18  0.405162E-18
 339.49926  0.366592E-18  0.404085E-18
 339.51038  0.366340E-18  0.403665E-18
 339.52150  0.363570E-18  0.402594E-18
 339.53262  0.363258E-18  0.402169E-18
 339.54374  0.362752E-18  0.400811E-18
 339.55486  0.363598E-18  0.400225E-18
 339.56598  0.359760E-18  0.400173E-18
 339.57710  0.357477E-18  0.399056E-18
 339.58823  0.360243E-18  0.399058E-18
 339.59935  0.361688E-18  0.398227E-18
 339.61047  0.360907E-18  0.397805E-18
 339.62160  0.359750E-18  0.396740E-18
 339.63273  0.360871E-18  0.396252E-18
 339.64385  0.358545E-18  0.395875E-18
 339.65498  0.360440E-18  0.395306E-18
 339.66611  0.358139E-18  0.396756E-18
 339.67724  0.357815E-18  0.394143E-18
 339.68837  0.362590E-18  0.393925E-18
 339.69950  0.358297E-18  0.395033E-18
 339.71063  0.360210E-18  0.392649E-18
 339.72176  0.358817E-18  0.394029E-18
 339.73289  0.355986E-18  0.393744E-18
 339.74403  0.357592E-18  0.393665E-18
 339.75516  0.355855E-18  0.394669E-18
 339.76629  0.356422E-18  0.392980E-18
 339.77743  0.358773E-18  0.394068E-18
 339.78857  0.360600E-18  0.393717E-18
 339.79970  0.355857E-18  0.392897E-18
 339.81084  0.355433E-18  0.394057E-18
 339.82198  0.357323E-18  0.393162E-18
 339.83312  0.356028E-18  0.394351E-18
 339.84426  0.358471E-18  0.394938E-18
 339.85540  0.356974E-18  0.392563E-18
 339.86654  0.356583E-18  0.393836E-18
 339.87768  0.358004E-18  0.394848E-18
 339.88883  0.358238E-18  0.393134E-18
 339.89997  0.356165E-18  0.393541E-18
 339.91111  0.354737E-18  0.393656E-18
 339.92226  0.357745E-18  0.393531E-18
 339.93340  0.357258E-18  0.395045E-18
 339.94455  0.358830E-18  0.394992E-18
 339.95570  0.357975E-18  0.393831E-18
 339.96685  0.354792E-18  0.394977E-18
 339.97799  0.355275E-18  0.396412E-18
 339.98914  0.357070E-18  0.394995E-18
 340.00029  0.361556E-18  0.394584E-18
 340.01144  0.359968E-18  0.394988E-18
 340.02260  0.358853E-18  0.395187E-18
 340.03375  0.357751E-18  0.396709E-18
 340.04490  0.358770E-18  0.395808E-18
 340.05606  0.361917E-18  0.395785E-18
 340.06721  0.357673E-18  0.397090E-18
 340.07836  0.359394E-18  0.396860E-18
 340.08952  0.360926E-18  0.397384E-18
 340.10068  0.360647E-18  0.396338E-18
 340.11183  0.360200E-18  0.396730E-18
 340.12299  0.359909E-18  0.398063E-18
 340.13415  0.363467E-18  0.397268E-18
 340.14531  0.362728E-18  0.397549E-18
 340.15647  0.362627E-18  0.397772E-18
 340.16763  0.362792E-18  0.398644E-18
 340.17879  0.360349E-18  0.399040E-18
 340.18996  0.357353E-18  0.398508E-18
 340.20112  0.358668E-18  0.398735E-18
 340.21228  0.358722E-18  0.399010E-18
 340.22345  0.358173E-18  0.399104E-18
 340.23461  0.361272E-18  0.398142E-18
 340.24578  0.361219E-18  0.398731E-18
 340.25695  0.361396E-18  0.398718E-18
 340.26812  0.360287E-18  0.398503E-18
 340.27928  0.361708E-18  0.400560E-18
 340.29045  0.360186E-18  0.400480E-18
 340.30162  0.358130E-18  0.399757E-18
 340.31279  0.362190E-18  0.399661E-18
 340.32397  0.364005E-18  0.400758E-18
 340.33514  0.364207E-18  0.401340E-18
 340.34631  0.361806E-18  0.400399E-18
 340.35748  0.365020E-18  0.400668E-18
 340.36866  0.367195E-18  0.400459E-18
 340.37983  0.367148E-18  0.400679E-18
 340.39101  0.368749E-18  0.400898E-18
 340.40219  0.364119E-18  0.401654E-18
 340.41336  0.364631E-18  0.401897E-18
 340.42454  0.367897E-18  0.401147E-18
 340.43572  0.368566E-18  0.402402E-18
 340.44690  0.368003E-18  0.402620E-18
 340.45808  0.368241E-18  0.403858E-18
 340.46926  0.367743E-18  0.404134E-18
 340.48044  0.364610E-18  0.402762E-18
 340.49162  0.368111E-18  0.403266E-18
 340.50281  0.368431E-18  0.402947E-18
 340.51399  0.366972E-18  0.404268E-18
 340.52517  0.368917E-18  0.405008E-18
 340.53636  0.367566E-18  0.404483E-18
 340.54755  0.369242E-18  0.404744E-18
 340.55873  0.369403E-18  0.405851E-18
 340.56992  0.370086E-18  0.406780E-18
 340.58111  0.371869E-18  0.405265E-18
 340.59230  0.369865E-18  0.406414E-18
 340.60349  0.371913E-18  0.406499E-18
 340.61468  0.374989E-18  0.406210E-18
 340.62587  0.372583E-18  0.407861E-18
 340.63706  0.370554E-18  0.406472E-18
 340.64825  0.373220E-18  0.407320E-18
 340.65945  0.373033E-18  0.407855E-18
 340.67064  0.372512E-18  0.407556E-18
 340.68184  0.372817E-18  0.408783E-18
 340.69303  0.373875E-18  0.408454E-18
 340.70423  0.373733E-18  0.408700E-18
 340.71542  0.373851E-18  0.409271E-18
 340.72662  0.376054E-18  0.410934E-18
 340.73782  0.371615E-18  0.412021E-18
 340.74902  0.375567E-18  0.411689E-18
 340.76022  0.376750E-18  0.412218E-18
 340.77142  0.377218E-18  0.413116E-18
 340.78262  0.383208E-18  0.413826E-18
 340.79382  0.378812E-18  0.413901E-18
 340.80503  0.381793E-18  0.414619E-18
 340.81623  0.381607E-18  0.415141E-18
 340.82744  0.382360E-18  0.416720E-18
 340.83864  0.388202E-18  0.417978E-18
 340.84985  0.386206E-18  0.417184E-18
 340.86105  0.386203E-18  0.418286E-18
 340.87226  0.388805E-18  0.419993E-18
 340.88347  0.390226E-18  0.421101E-18
 340.89468  0.388874E-18  0.421462E-18
 340.90589  0.391122E-18  0.421575E-18
 340.91710  0.391218E-18  0.422684E-18
 340.92831  0.393384E-18  0.423961E-18
 340.93952  0.395034E-18  0.424317E-18
 340.95073  0.394022E-18  0.425283E-18
 340.96195  0.396610E-18  0.427469E-18
 340.97316  0.395850E-18  0.426744E-18
 340.98438  0.401465E-18  0.427714E-18
 340.99559  0.403099E-18  0.430312E-18
 341.00681  0.399199E-18  0.429600E-18
 341.01802  0.402372E-18  0.429664E-18
 341.02924  0.405761E-18  0.430623E-18
 341.04046  0.405012E-18  0.432332E-18
 341.05168  0.405000E-18  0.432937E-18
 341.06290  0.406604E-18  0.433501E-18
 341.07412  0.407326E-18  0.434781E-18
 341.08534  0.408170E-18  0.433678E-18
 341.09656  0.407160E-18  0.435494E-18
 341.10779  0.411053E-18  0.437604E-18
 341.11901  0.411391E-18  0.436654E-18
 341.13023  0.411388E-18  0.437220E-18
 341.14146  0.416077E-18  0.437979E-18
 341.15269  0.414572E-18  0.438144E-18
 341.16391  0.414762E-18  0.438544E-18
 341.17514  0.414355E-18  0.439082E-18
 341.18637  0.414821E-18  0.440549E-18
 341.19760  0.416021E-18  0.441606E-18
 341.20883  0.414145E-18  0.440775E-18
 341.22006  0.413445E-18  0.440783E-18
 341.23129  0.412430E-18  0.441496E-18
 341.24252  0.412295E-18  0.440830E-18
 341.25375  0.412438E-18  0.441193E-18
 341.26498  0.413135E-18  0.442163E-18
 341.27622  0.414896E-18  0.441423E-18
 341.28745  0.415711E-18  0.441640E-18
 341.29869  0.413283E-18  0.442312E-18
 341.30992  0.413868E-18  0.441173E-18
 341.32116  0.416934E-18  0.441793E-18
 341.33240  0.413005E-18  0.442603E-18
 341.34364  0.411791E-18  0.441859E-18
 341.35488  0.414065E-18  0.441652E-18
 341.36612  0.414405E-18  0.441797E-18
 341.37736  0.413763E-18  0.442390E-18
 341.38860  0.410477E-18  0.441438E-18
 341.39984  0.412972E-18  0.440628E-18
 341.41108  0.413981E-18  0.440604E-18
 341.42233  0.412403E-18  0.441051E-18
 341.43357  0.413278E-18  0.441178E-18
 341.44482  0.410645E-18  0.439208E-18
 341.45606  0.411615E-18  0.439310E-18
 341.46731  0.412343E-18  0.439367E-18
 341.47856  0.411163E-18  0.439573E-18
 341.48980  0.408636E-18  0.439192E-18
 341.50105  0.407478E-18  0.436970E-18
 341.51230  0.409796E-18  0.438323E-18
 341.52355  0.409637E-18  0.438118E-18
 341.53480  0.409921E-18  0.436562E-18
 341.54605  0.408775E-18  0.436755E-18
 341.55731  0.408577E-18  0.437353E-18
 341.56856  0.408606E-18  0.436992E-18
 341.57981  0.408906E-18  0.434644E-18
 341.59107  0.408557E-18  0.435039E-18
 341.60232  0.407874E-18  0.435455E-18
 341.61358  0.405859E-18  0.435281E-18
 341.62484  0.404177E-18  0.435153E-18
 341.63610  0.407472E-18  0.433036E-18
 341.64735  0.404275E-18  0.433017E-18
 341.65861  0.405117E-18  0.433483E-18
 341.66987  0.405761E-18  0.432972E-18
 341.68113  0.403193E-18  0.432995E-18
 341.69239  0.405146E-18  0.432783E-18
 341.70366  0.404477E-18  0.432148E-18
 341.71492  0.405716E-18  0.431897E-18
 341.72618  0.403278E-18  0.431217E-18
 341.73745  0.403467E-18  0.430584E-18
 341.74871  0.404566E-18  0.431018E-18
 341.75998  0.402799E-18  0.430940E-18
 341.77125  0.403309E-18  0.431578E-18
 341.78251  0.402333E-18  0.430312E-18
 341.79378  0.403139E-18  0.428589E-18
 341.80505  0.403443E-18  0.429658E-18
 341.81632  0.401942E-18  0.428970E-18
 341.82759  0.399167E-18  0.427992E-18
 341.83886  0.398700E-18  0.427444E-18
 341.85013  0.396680E-18  0.426654E-18
 341.86140  0.395498E-18  0.426313E-18
 341.87268  0.395978E-18  0.425284E-18
 341.88395  0.394507E-18  0.424169E-18
 341.89523  0.395556E-18  0.423335E-18
 341.90650  0.391401E-18  0.422702E-18
 341.91778  0.390665E-18  0.420794E-18
 341.92906  0.391758E-18  0.419348E-18
 341.94033  0.387781E-18  0.418532E-18
 341.95161  0.388527E-18  0.417292E-18
 341.96289  0.387592E-18  0.416922E-18
 341.97417  0.383563E-18  0.415801E-18
 341.98545  0.383145E-18  0.415300E-18
 341.99673  0.384402E-18  0.413987E-18
 342.00801  0.382102E-18  0.411754E-18
 342.01930  0.380279E-18  0.411432E-18
 342.03058  0.380627E-18  0.409844E-18
 342.04187  0.377195E-18  0.408482E-18
 342.05315  0.376088E-18  0.408104E-18
 342.06444  0.377307E-18  0.407132E-18
 342.07572  0.374778E-18  0.406521E-18
 342.08701  0.374529E-18  0.405076E-18
 342.09830  0.374202E-18  0.404324E-18
 342.10959  0.372326E-18  0.403732E-18
 342.12088  0.371379E-18  0.402289E-18
 342.13217  0.369141E-18  0.401307E-18
 342.14346  0.367990E-18  0.400233E-18
 342.15475  0.365940E-18  0.399973E-18
 342.16604  0.367008E-18  0.399092E-18
 342.17734  0.368194E-18  0.398143E-18
 342.18863  0.364052E-18  0.398338E-18
 342.19993  0.361231E-18  0.396929E-18
 342.21122  0.361046E-18  0.395618E-18
 342.22252  0.360049E-18  0.395521E-18
 342.23381  0.357581E-18  0.395192E-18
 342.24511  0.360294E-18  0.394216E-18
 342.25641  0.358257E-18  0.393317E-18
 342.26771  0.355235E-18  0.392977E-18
 342.27901  0.357423E-18  0.391786E-18
 342.29031  0.353908E-18  0.390669E-18
 342.30161  0.354938E-18  0.389917E-18
 342.31292  0.354186E-18  0.389445E-18
 342.32422  0.353817E-18  0.389015E-18
 342.33552  0.355492E-18  0.387601E-18
 342.34683  0.350906E-18  0.386853E-18
 342.35813  0.352391E-18  0.386181E-18
 342.36944  0.351945E-18  0.385790E-18
 342.38074  0.350529E-18  0.386456E-18
 342.39205  0.349818E-18  0.385549E-18
 342.40336  0.346269E-18  0.384049E-18
 342.41467  0.347669E-18  0.383329E-18
 342.42598  0.348605E-18  0.383057E-18
 342.43729  0.347957E-18  0.383093E-18
 342.44860  0.347711E-18  0.381494E-18
 342.45991  0.346931E-18  0.380771E-18
 342.47123  0.344843E-18  0.381794E-18
 342.48254  0.345479E-18  0.380893E-18
 342.49385  0.347089E-18  0.380130E-18
 342.50517  0.345796E-18  0.380864E-18
 342.51648  0.345001E-18  0.380877E-18
 342.52780  0.344833E-18  0.379434E-18
 342.53912  0.344646E-18  0.379141E-18
 342.55044  0.342285E-18  0.379921E-18
 342.56175  0.343978E-18  0.378836E-18
 342.57307  0.345378E-18  0.378838E-18
 342.58439  0.343438E-18  0.378769E-18
 342.59572  0.343542E-18  0.377891E-18
 342.60704  0.341747E-18  0.378264E-18
 342.61836  0.341956E-18  0.377339E-18
 342.62968  0.340402E-18  0.376642E-18
 342.64101  0.337471E-18  0.375804E-18
 342.65233  0.337299E-18  0.374682E-18
 342.66366  0.338405E-18  0.374925E-18
 342.67498  0.339590E-18  0.374981E-18
 342.68631  0.338685E-18  0.374790E-18
 342.69764  0.338837E-18  0.374277E-18
 342.70897  0.337088E-18  0.373688E-18
 342.72030  0.336810E-18  0.372466E-18
 342.73163  0.335386E-18  0.371457E-18
 342.74296  0.332510E-18  0.371251E-18
 342.75429  0.333312E-18  0.371400E-18
 342.76562  0.332121E-18  0.371344E-18
 342.77695  0.332898E-18  0.370221E-18
 342.78829  0.331940E-18  0.370394E-18
 342.79962  0.329652E-18  0.369983E-18
 342.81096  0.329036E-18  0.369076E-18
 342.82229  0.329040E-18  0.369180E-18
 342.83363  0.330000E-18  0.368256E-18
 342.84497  0.326543E-18  0.368161E-18
 342.85630  0.326197E-18  0.367616E-18
 342.86764  0.328144E-18  0.366611E-18
 342.87898  0.326902E-18  0.367064E-18
 342.89032  0.326276E-18  0.367095E-18
 342.90167  0.327805E-18  0.367271E-18
 342.91301  0.327231E-18  0.368165E-18
 342.92435  0.326058E-18  0.368166E-18
 342.93569  0.326415E-18  0.367190E-18
 342.94704  0.324463E-18  0.366851E-18
 342.95838  0.327185E-18  0.367157E-18
 342.96973  0.326025E-18  0.367096E-18
 342.98107  0.323127E-18  0.366962E-18
 342.99242  0.324977E-18  0.367290E-18
 343.00377  0.324264E-18  0.366983E-18
 343.01512  0.325975E-18  0.366769E-18
 343.02647  0.325088E-18  0.367286E-18
 343.03782  0.324441E-18  0.366563E-18
 343.04917  0.324447E-18  0.366111E-18
 343.06052  0.324458E-18  0.366257E-18
 343.07187  0.325961E-18  0.366339E-18
 343.08323  0.324760E-18  0.366389E-18
 343.09458  0.324589E-18  0.366098E-18
 343.10594  0.325114E-18  0.366474E-18
 343.11729  0.326257E-18  0.365945E-18
 343.12865  0.322846E-18  0.366453E-18
 343.14000  0.324270E-18  0.368136E-18
 343.15136  0.327228E-18  0.367778E-18
 343.16272  0.324536E-18  0.368476E-18
 343.17408  0.327228E-18  0.369693E-18
 343.18544  0.327016E-18  0.369415E-18
 343.19680  0.327514E-18  0.370109E-18
 343.20816  0.328330E-18  0.371224E-18
 343.21952  0.329392E-18  0.371696E-18
 343.23089  0.332452E-18  0.372577E-18
 343.24225  0.331310E-18  0.373547E-18
 343.25362  0.335087E-18  0.374850E-18
 343.26498  0.335372E-18  0.376076E-18
 343.27635  0.333807E-18  0.376322E-18
 343.28771  0.338854E-18  0.377411E-18
 343.29908  0.340143E-18  0.378636E-18
 343.31045  0.340075E-18  0.378782E-18
 343.32182  0.340872E-18  0.379786E-18
